,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code
135,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Rice,Main,2011,05-01,2011,12-01,none,production,57748.0,reported
136,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Rice,Main,2010,05-01,2010,12-01,none,production,54385.0,reported
137,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Maize,Main,2010,05-01,2010,12-01,none,production,3109.0,reported
138,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Maize,Main,2015,05-01,2015,12-01,none,production,50263.0,reported
139,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Rice,Main,2015,05-01,2015,12-01,none,production,141156.0,reported
140,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Rice,Main,2014,05-01,2014,12-01,none,production,132935.0,reported
141,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Maize,Main,2014,05-01,2014,12-01,none,production,46153.0,reported
142,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Maize,Main,2013,05-01,2013,12-01,none,production,42379.0,reported
143,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Rice,Main,2013,05-01,2013,12-01,none,production,125193.0,reported
144,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Rice,Main,2012,05-01,2012,12-01,none,production,117902.0,reported
145,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Maize,Main,2012,05-01,2012,12-01,none,production,38913.0,reported
146,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Maize,Main,2011,05-01,2011,12-01,none,production,35731.0,reported
147,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Rice,Main,2011,05-01,2011,12-01,none,production,111036.0,reported
148,GN1990A20304,Guinea,GN,Faranah,Kissidougou,Kissidougou,Rice,Main,2010,05-01,2010,12-01,none,production,104569.0,reported
