,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code,fill_status,missing_status
738,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area,31000.0,calibrated,data,
741,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area,30000.0,calibrated,data,
744,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area,30150.0,calibrated,data,
747,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area,37801.0,calibrated,data,
750,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area,35204.0,calibrated,data,
753,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area,31468.0,calibrated,data,
702,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area_smooth,17497.63208763316,calibrated,data,
705,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area_smooth,17164.89741168926,calibrated,data,
708,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area_smooth,16583.54575962692,calibrated,data,
711,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area_smooth,15890.335867083068,calibrated,data,
714,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area_smooth,15231.208484329461,calibrated,data,
717,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area_smooth,14736.226253224513,calibrated,data,
720,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area_smooth,14520.492541340025,calibrated,data,
723,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area_smooth,14697.5543718972,calibrated,data,
726,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area_smooth,15381.260550353876,calibrated,data,
729,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area_smooth,16659.0005651718,calibrated,data,
732,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area_smooth,18543.380791260766,calibrated,data,
735,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area_smooth,20930.394234901767,calibrated,data,
738,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area_smooth,23595.59289626809,calibrated,data,
741,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area_smooth,26244.075470695578,calibrated,data,
744,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area_smooth,28589.942433842167,calibrated,data,
747,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area_smooth,30427.85618972256,calibrated,data,
750,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area_smooth,31659.917334057085,calibrated,data,
753,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area_smooth,32269.686756902724,calibrated,data,
703,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield,1.7916666666666667,calibrated,data,
706,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield,2.0,calibrated,data,
709,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield,2.066666666666667,calibrated,data,
712,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield,2.230769230769231,calibrated,data,
715,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield,2.0588235294117645,calibrated,data,
718,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield,2.230769230769231,calibrated,data,
721,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield,2.6666666666666665,calibrated,data,
724,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield,2.7333333333333334,calibrated,data,
727,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield,2.6153846153846154,calibrated,data,
730,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield,2.083333333333333,calibrated,data,
733,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield,2.0,calibrated,data,
736,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield,1.5833333333333333,calibrated,data,
739,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield,2.967741935483871,calibrated,data,
742,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield,2.086333333333333,calibrated,data,
745,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield,1.8912106135986733,calibrated,data,
748,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield,1.89,calibrated,data,
751,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield,1.8900124985797069,calibrated,data,
754,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield,2.6069658065336214,calibrated,data,
703,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield_smooth,2.037157603078032,calibrated,data,
706,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield_smooth,2.061192339174652,calibrated,data,
709,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield_smooth,2.1054635973436273,calibrated,data,
712,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield_smooth,2.1627639325803343,calibrated,data,
715,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield_smooth,2.2231195971936852,calibrated,data,
718,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield_smooth,2.2753001556699277,calibrated,data,
721,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield_smooth,2.309225253972876,calibrated,data,
724,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield_smooth,2.319019465205347,calibrated,data,
727,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield_smooth,2.3051774344146514,calibrated,data,
730,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield_smooth,2.2742327533591107,calibrated,data,
733,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield_smooth,2.2358536914398908,calibrated,data,
736,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield_smooth,2.199046431678939,calibrated,data,
739,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield_smooth,2.169648626079808,calibrated,data,
742,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield_smooth,2.1501767668580563,calibrated,data,
745,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield_smooth,2.1405888069311945,calibrated,data,
748,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield_smooth,2.1389364601125593,calibrated,data,
751,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield_smooth,2.141637128355309,calibrated,data,
754,AF2017A110,Afghanistan,AF,Bamyan,,Bamyan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield_smooth,2.1444707504160476,calibrated,data,
758,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production,48000.0,calibrated,data,
761,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production,58000.0,calibrated,data,
764,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production,45000.0,calibrated,data,
767,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production,55000.0,calibrated,data,
770,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production,52000.0,calibrated,data,
773,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production,59000.0,calibrated,data,
776,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production,62000.0,calibrated,data,
779,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production,78000.0,calibrated,data,
782,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production,81000.0,calibrated,data,
785,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production,64000.0,calibrated,data,
788,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production,79000.0,calibrated,data,
791,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production,81000.0,calibrated,data,
794,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production,109000.0,calibrated,data,
797,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production,121320.0,calibrated,data,
800,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production,65720.0,calibrated,data,
803,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production,16090.0,calibrated,data,
806,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production,87632.0,calibrated,data,
809,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production,30867.0,calibrated,data,
758,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production_smooth,52609.65382736632,calibrated,data,
761,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production_smooth,53212.31827921933,calibrated,data,
764,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production_smooth,54449.25317621131,calibrated,data,
767,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production_smooth,56353.76794079983,calibrated,data,
770,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production_smooth,58916.405590845105,calibrated,data,
773,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production_smooth,62048.14720372984,calibrated,data,
776,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production_smooth,65585.37175601901,calibrated,data,
779,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production_smooth,69306.88719551882,calibrated,data,
782,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production_smooth,72932.85949704814,calibrated,data,
785,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production_smooth,76103.99929932767,calibrated,data,
788,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production_smooth,78354.47904269841,calibrated,data,
791,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production_smooth,79167.36355919238,calibrated,data,
794,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production_smooth,78154.83795609744,calibrated,data,
797,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production_smooth,75292.2117336352,calibrated,data,
800,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production_smooth,71064.8491365688,calibrated,data,
803,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production_smooth,66411.25567429671,calibrated,data,
806,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production_smooth,62461.695242888454,calibrated,data,
809,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_smooth,60203.64388853727,calibrated,data,
756,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area,20000.0,calibrated,data,
759,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area,20000.0,calibrated,data,
762,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area,18000.0,calibrated,data,
765,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area,21000.0,calibrated,data,
768,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area,21000.0,calibrated,data,
771,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area,21000.0,calibrated,data,
774,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area,21000.0,calibrated,data,
777,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area,23000.0,calibrated,data,
780,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area,26000.0,calibrated,data,
783,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area,22000.0,calibrated,data,
786,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area,24000.0,calibrated,data,
789,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area,24000.0,calibrated,data,
792,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area,35000.0,calibrated,data,
795,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area,34650.0,calibrated,data,
798,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area,26290.0,calibrated,data,
801,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area,6436.0,calibrated,data,
804,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area,31297.0,calibrated,data,
807,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area,10735.0,calibrated,data,
756,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area_smooth,20004.211604916956,calibrated,data,
759,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area_smooth,20110.805744589587,calibrated,data,
762,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area_smooth,20326.320697875974,calibrated,data,
765,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area_smooth,20652.83717488258,calibrated,data,
768,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area_smooth,21090.168288317254,calibrated,data,
771,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area_smooth,21632.211224837138,calibrated,data,
774,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area_smooth,22269.08467202964,calibrated,data,
777,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area_smooth,22983.970625679507,calibrated,data,
780,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area_smooth,23740.360682037077,calibrated,data,
783,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area_smooth,24467.330547530102,calibrated,data,
786,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area_smooth,25046.149512752374,calibrated,data,
789,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area_smooth,25325.58202754888,calibrated,data,
792,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area_smooth,25172.664753618326,calibrated,data,
795,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area_smooth,24543.44817334572,calibrated,data,
798,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area_smooth,23533.284095956715,calibrated,data,
801,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area_smooth,22372.60782394726,calibrated,data,
804,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area_smooth,21361.696864618993,calibrated,data,
807,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area_smooth,20775.265485515945,calibrated,data,
757,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield,2.4,calibrated,data,
760,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield,2.9,calibrated,data,
763,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield,2.5,calibrated,data,
766,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield,2.619047619047619,calibrated,data,
769,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield,2.4761904761904763,calibrated,data,
772,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield,2.8095238095238093,calibrated,data,
775,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield,2.952380952380953,calibrated,data,
778,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield,3.391304347826087,calibrated,data,
781,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield,3.1153846153846154,calibrated,data,
784,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield,2.909090909090909,calibrated,data,
787,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield,3.2916666666666665,calibrated,data,
790,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield,3.375,calibrated,data,
793,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield,3.1142857142857143,calibrated,data,
796,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield,3.501298701298701,calibrated,data,
799,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield,2.499809813617345,calibrated,data,
802,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield,2.5,calibrated,data,
805,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield,2.80001278077771,calibrated,data,
808,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield,2.875360968793665,calibrated,data,
757,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield_smooth,2.6249636043870304,calibrated,data,
760,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield_smooth,2.639322378911352,calibrated,data,
763,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield_smooth,2.6689487607311233,calibrated,data,
766,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield_smooth,2.7145839665541205,calibrated,data,
769,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield_smooth,2.7751108632453447,calibrated,data,
772,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield_smooth,2.846385073635412,calibrated,data,
775,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield_smooth,2.9213306616274077,calibrated,data,
778,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield_smooth,2.991308084453837,calibrated,data,
781,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield_smooth,3.0479841820265006,calibrated,data,
784,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield_smooth,3.0846825169793792,calibrated,data,
787,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield_smooth,3.0971470608941387,calibrated,data,
790,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield_smooth,3.08407701313949,calibrated,data,
793,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield_smooth,3.048073835985456,calibrated,data,
796,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield_smooth,2.995962882429135,calibrated,data,
799,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield_smooth,2.9378191239698923,calibrated,data,
802,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield_smooth,2.88445857003345,calibrated,data,
805,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield_smooth,2.844614121260255,calibrated,data,
808,AF2017A101,Afghanistan,AF,Kabul,,Kabul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield_smooth,2.8235846746209465,calibrated,data,
812,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production,48000.0,calibrated,data,
815,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production,113000.0,calibrated,data,
818,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production,50000.0,calibrated,data,
821,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production,75000.0,calibrated,data,
824,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production,66000.0,calibrated,data,
827,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production,60000.0,calibrated,data,
830,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production,62000.0,calibrated,data,
833,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production,86000.0,calibrated,data,
836,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production,94000.0,calibrated,data,
