,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code,fill_status,missing_status
99,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area_smooth,45437.41572488164,calibrated,data,
102,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area_smooth,45659.416412398336,calibrated,data,
105,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area_smooth,45835.665728153916,calibrated,data,
55,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield,1.368421052631579,calibrated,data,
58,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield,2.731707317073171,calibrated,data,
61,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield,2.142857142857143,calibrated,data,
64,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield,2.5,calibrated,data,
67,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield,2.34,calibrated,data,
70,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield,2.62,calibrated,data,
73,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield,1.6842105263157894,calibrated,data,
76,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield,2.630434782608696,calibrated,data,
79,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield,2.369565217391304,calibrated,data,
82,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield,2.135135135135135,calibrated,data,
85,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield,2.5090909090909093,calibrated,data,
88,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield,2.020833333333333,calibrated,data,
91,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield,1.3,calibrated,data,
94,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield,1.8741749174917488,calibrated,data,
97,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield,1.5698134539287734,calibrated,data,
100,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield,1.89129765524968,calibrated,data,
103,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield,1.731597266984659,calibrated,data,
106,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield,1.7243487975539484,calibrated,data,
55,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield_smooth,2.164499795637096,calibrated,data,
58,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield_smooth,2.1833119718199745,calibrated,data,
61,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield_smooth,2.213988992832831,calibrated,data,
64,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield_smooth,2.2461065704977337,calibrated,data,
67,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield_smooth,2.270140675103126,calibrated,data,
70,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield_smooth,2.2801346115926293,calibrated,data,
73,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield_smooth,2.2734474881485003,calibrated,data,
76,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield_smooth,2.2489677073748138,calibrated,data,
79,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield_smooth,2.206199542554971,calibrated,data,
82,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield_smooth,2.145910175279687,calibrated,data,
85,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield_smooth,2.0719135503964354,calibrated,data,
88,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield_smooth,1.991672860279679,calibrated,data,
91,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield_smooth,1.9149298235417236,calibrated,data,
94,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield_smooth,1.8504023389196282,calibrated,data,
97,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield_smooth,1.8029665917582305,calibrated,data,
100,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield_smooth,1.7727739304534553,calibrated,data,
103,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield_smooth,1.756444517768832,calibrated,data,
106,AF2017A128,Afghanistan,AF,Jawzjan,,Jawzjan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield_smooth,1.7496763636865234,calibrated,data,
110,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production,51000.0,calibrated,data,
113,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production,55000.0,calibrated,data,
116,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production,42000.0,calibrated,data,
119,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production,63000.0,calibrated,data,
122,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production,58000.0,calibrated,data,
125,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production,66000.0,calibrated,data,
128,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production,48000.0,calibrated,data,
131,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production,68000.0,calibrated,data,
134,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production,68000.0,calibrated,data,
137,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production,47000.0,calibrated,data,
140,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production,76000.0,calibrated,data,
143,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production,109000.0,calibrated,data,
146,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production,66000.0,calibrated,data,
149,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production,52260.0,calibrated,data,
152,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production,37360.0,calibrated,data,
155,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production,14007.24,calibrated,data,
158,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production,39854.0,calibrated,data,
161,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production,63717.0,calibrated,data,
110,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production_smooth,53495.06724368919,calibrated,data,
113,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production_smooth,53979.90015547579,calibrated,data,
116,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production_smooth,54891.08786052028,calibrated,data,
119,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production_smooth,56130.68191158961,calibrated,data,
122,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production_smooth,57599.78679984871,calibrated,data,
125,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production_smooth,59224.05583821646,calibrated,data,
128,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production_smooth,60939.418396931535,calibrated,data,
131,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production_smooth,62630.356731131826,calibrated,data,
134,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production_smooth,64054.2450300474,calibrated,data,
137,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production_smooth,64819.060173035374,calibrated,data,
140,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production_smooth,64483.09545639447,calibrated,data,
143,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production_smooth,62764.54314853187,calibrated,data,
146,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production_smooth,59752.11434514196,calibrated,data,
149,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production_smooth,55951.23022172641,calibrated,data,
152,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production_smooth,52111.181064029144,calibrated,data,
155,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production_smooth,48917.67434519079,calibrated,data,
158,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production_smooth,46755.14207097839,calibrated,data,
161,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_smooth,45699.59920752083,calibrated,data,
108,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area,30000.0,calibrated,data,
111,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area,26000.0,calibrated,data,
114,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area,25000.0,calibrated,data,
117,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area,25000.0,calibrated,data,
120,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area,25000.0,calibrated,data,
123,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area,25000.0,calibrated,data,
126,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area,23000.0,calibrated,data,
129,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area,26000.0,calibrated,data,
132,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area,27000.0,calibrated,data,
135,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area,31000.0,calibrated,data,
138,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area,25000.0,calibrated,data,
141,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area,33000.0,calibrated,data,
144,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area,28000.0,calibrated,data,
147,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area,26590.0,calibrated,data,
150,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area,24000.0,calibrated,data,
153,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area,8979.0,calibrated,data,
156,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area,18978.0,calibrated,data,
159,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area,34444.0,calibrated,data,
108,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area_smooth,26509.531445694298,calibrated,data,
111,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area_smooth,26367.546670857737,calibrated,data,
114,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area_smooth,26140.169307950655,calibrated,data,
117,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area_smooth,25917.943583707536,calibrated,data,
120,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area_smooth,25793.854499337805,calibrated,data,
123,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area_smooth,25829.334329029276,calibrated,data,
126,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area_smooth,26031.946845668146,calibrated,data,
129,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area_smooth,26347.14148077024,calibrated,data,
132,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area_smooth,26667.448726493127,calibrated,data,
135,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area_smooth,26859.36396675944,calibrated,data,
138,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area_smooth,26804.95096402049,calibrated,data,
141,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area_smooth,26450.30941889163,calibrated,data,
144,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area_smooth,25838.054735625665,calibrated,data,
147,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area_smooth,25100.535751036412,calibrated,data,
150,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area_smooth,24407.345000411107,calibrated,data,
153,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area_smooth,23888.147779593943,calibrated,data,
156,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area_smooth,23582.88887986475,calibrated,data,
159,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area_smooth,23454.486614287758,calibrated,data,
109,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield,1.7,calibrated,data,
112,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield,2.1153846153846154,calibrated,data,
115,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield,1.68,calibrated,data,
118,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield,2.52,calibrated,data,
121,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield,2.32,calibrated,data,
124,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield,2.64,calibrated,data,
127,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield,2.0869565217391304,calibrated,data,
130,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield,2.6153846153846154,calibrated,data,
133,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield,2.5185185185185186,calibrated,data,
136,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield,1.5161290322580645,calibrated,data,
139,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield,3.04,calibrated,data,
142,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield,3.303030303030303,calibrated,data,
145,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield,2.357142857142857,calibrated,data,
148,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield,1.9654005265137269,calibrated,data,
151,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield,1.5566666666666666,calibrated,data,
154,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield,1.56,calibrated,data,
157,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield,2.1000105385182843,calibrated,data,
160,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield,1.849872256416212,calibrated,data,
109,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield_smooth,2.033297519483958,calibrated,data,
112,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield_smooth,2.0623756675578626,calibrated,data,
115,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield_smooth,2.114016001999485,calibrated,data,
118,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield_smooth,2.177533182750465,calibrated,data,
121,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield_smooth,2.241778556338212,calibrated,data,
124,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield_smooth,2.2986141626508543,calibrated,data,
127,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield_smooth,2.344194218319922,calibrated,data,
130,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield_smooth,2.3775257180285685,calibrated,data,
133,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield_smooth,2.397293733014322,calibrated,data,
136,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield_smooth,2.399355138686098,calibrated,data,
139,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield_smooth,2.3774205117483733,calibrated,data,
142,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield_smooth,2.3269979089266806,calibrated,data,
145,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield_smooth,2.25024908221007,calibrated,data,
148,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield_smooth,2.1575810614618463,calibrated,data,
151,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield_smooth,2.064571583306388,calibrated,data,
154,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield_smooth,1.9861009889660834,calibrated,data,
157,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield_smooth,1.931496787101465,calibrated,data,
160,AF2017A122,Afghanistan,AF,Sari Pul,,Sari Pul,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield_smooth,1.9040946290223426,calibrated,data,
164,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production,160000.0,calibrated,data,
167,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production,247000.0,calibrated,data,
170,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production,190000.0,calibrated,data,
173,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production,223000.0,calibrated,data,
176,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production,207000.0,calibrated,data,
179,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production,228000.0,calibrated,data,
182,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production,147000.0,calibrated,data,
185,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production,228000.0,calibrated,data,
188,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production,251000.0,calibrated,data,
191,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production,158000.0,calibrated,data,
194,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production,244000.0,calibrated,data,
197,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production,270000.0,calibrated,data,
200,AF2017A121,Afghanistan,AF,Balkh,,Balkh,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production,266000.0,calibrated,data,
